station_id;hardware;board_id
0000E63B;TAPMV4.0;77SL4800494
0000E6FC;TAPMV4.0;77SL4800418
0000E75D;TAPMV4.0;77SL4800224
0000E75F;TAPMV4.0;77SL4800226
0000E70D;TAPMV4.0;77SL4800393
0000E637;TAPMV4.0;77SL4800488
0000E64C;TAPMV4.0;77SL4800287
0000E719;TAPMV4.0;77SL4800517
0000E690;TAPMV4.0;77SL4800440
0000E6E5;TAPMV4.0;77SL4800424
0000E712;TAPMV4.0;77SL4800400
0000E72C;TAPMV4.0;77SL4800504
0000E653;TAPMV4.0;77SL4800292
0000E732;TAPMV4.0;77SL4800382
0000E72F;TAPMV4.0;77SL4800507
0000E769;TAPMV4.0;77SL4800255
0000E66B;TAPMV4.0;77SL4800377
0000E724;TAPMV4.0;77SL4800309
0000E725;TAPMV4.0;77SL4800313
0000E638;TAPMV4.0;77SL4800493
0000E636;TAPMV4.0;77SL4800263
0000E64B;TAPMV4.0;77SL4800282
0000E62A;TAPMV4.0;77SL4800530
0000E750;TAPMV4.0;77SL4800520
0000E664;TAPMV4.0;77SL4800446
0000E69D;TAPMV4.0;77SL4800462
0000E623;TAPMV4.0;77SL4800541
0000E69A;TAPMV4.0;77SL4800458
0000E702;TAPMV4.0;77SL4800354
0000E68B;TAPMV4.0;77SL4800439
0000E624;TAPMV4.0;77SL4800536
0000E64E;TAPMV4.0;77SL4800285
0000E652;TAPMV4.0;77SL4800293
0000E677;TAPMV4.0;77SL4800367
0000E647;TAPMV4.0;77SL4800546
0000E5E5;TAPMV4.0;77SL4800826
0000E59D;TAPMV4.0;77SL4800687
0000E6C5;TAPMV4.0;77SL4800453
0000E5B1;TAPMV4.0;77SL4800759
0000E763;TAPMV4.0;77SL4800231
0000E691;TAPMV4.0;77SL4800472
0000E5B9;TAPMV4.0;77SL4800720
0000E648;TAPMV4.0;77SL4800545
0000E6D4;TAPMV4.0;77SL4800281
0000E6C7;TAPMV4.0;77SL4800457
0000E6CF;TAPMV4.0;77SL4800274
0000E766;TAPMV4.0;77SL4800257
0000E6FF;TAPMV4.0;77SL4800420
0000E6B5;TAPMV4.0;77SL4800485
0000E569;TAPMV4.0;77SL4800931
0000E731;TAPMV4.0;77SL4800511
0000E717;TAPMV4.0;77SL4800513
0000E6B3;TAPMV4.0;77SL4800487
0000E607;TAPMV4.0;77SL4800936
0000E608;TAPMV4.0;77SL4800937
0000E770;TAPMV4.0;77SL4800245
0000E6D5;TAPMV4.0;77SL4800280
0000E767;TAPMV4.0;77SL4800252
0000E5EB;TAPMV4.0;77SL4800820
0000E6CC;TAPMV4.0;77SL4800270
0000E58F;TAPMV4.0;77SL4800729
0000E6DE;TAPMV4.0;77SL4800312
0000E762;TAPMV4.0;77SL4800228
0000E5B4;TAPMV4.0;77SL4800765
0000E56E;TAPMV4.0;77SL4800924
0000E52F;TAPMV4.0;77SL4800757
0000E56D;TAPMV4.0;77SL4800925
0000E5FE;TAPMV4.0;77SL4800945
0000E59B;TAPMV4.0;77SL4800680
0000E561;TAPMV4.0;77SL4800633
0000E5DF;TAPMV4.0;77SL4800833
0000E5D9;TAPMV4.0;77SL4800668
0000E52A;TAPMV4.0;77SL4800864
0000E58B;TAPMV4.0;77SL4800623
0000E562;TAPMV4.0;77SL4800632
0000E566;TAPMV4.0;77SL4800933
0000E5D7;TAPMV4.0;77SL4800791
0000E528;TAPMV4.0;77SL4800865
0000E5D8;TAPMV4.0;77SL4800790
0000E6B9;TAPMV4.0;77SL4800403
0000E765;TAPMV4.0;77SL4800253
0000E5E8;TAPMV4.0;77SL4800823
0000E6C6;TAPMV4.0;77SL4800452
0000E634;TAPMV4.0;77SL4800265
0000E564;TAPMV4.0;77SL4800789
0000E616;TAPMV4.0;77SL4800596
0000E595;TAPMV4.0;77SL4800814
0000E70F;TAPMV4.0;77SL4800397
0000E6EF;TAPMV4.0;77SL4800331
0000E5EE;TAPMV4.0;77SL4800579
0000E733;TAPMV4.0;77SL4800383
0000E5F8;TAPMV4.0;77SL4800589
0000E705;TAPMV4.0;77SL4800359
0000E5EF;TAPMV4.0;77SL4800575
0000E5F3;TAPMV4.0;77SL4800583
0000E5F7;TAPMV4.0;77SL4800587
0000E61E;TAPMV4.0;77SL4800956
0000E6E4;TAPMV4.0;77SL4800423
0000E6EA;TAPMV4.0;77SL4800429
0000E5E1;TAPMV4.0;77SL4800831
0000E5AF;TAPMV4.0;77SL4800761
0000E567;TAPMV4.0;77SL4800929
0000E5DC;TAPMV4.0;77SL4800665
0000E6D3;TAPMV4.0;77SL4800276
0000E654;TAPMV4.0;77SL4800291
0000E61B;TAPMV4.0;77SL4800955
0000E754;TAPMV4.0;77SL4800526
0000E6DA;TAPMV4.0;77SL4800316
0000E689;TAPMV4.0;77SL4800434
0000E680;TAPMV4.0;77SL4800554
0000E5B8;TAPMV4.0;77SL4800719
0000E5F0;TAPMV4.0;77SL4800581
0000E612;TAPMV4.0;77SL4800592
0000E6E9;TAPMV4.0;77SL4800428
0000E734;TAPMV4.0;77SL4800386
0000E5F6;TAPMV4.0;77SL4800590
0000E602;TAPMV4.0;77SL4800947
0000E618;TAPMV4.0;77SL4800599
0000E6F0;TAPMV4.0;77SL4800327
0000E68C;TAPMV4.0;77SL4800438
0000E6DB;TAPMV4.0;77SL4800317
0000E737;TAPMV4.0;77SL4800389
0000E6AC;TAPMV4.0;77SL4800571
0000E678;TAPMV4.0;77SL4800366
0000E715;TAPMV4.0;77SL4800509
0000E6D9;TAPMV4.0;77SL4800315
0000E5FC;TAPMV4.0;77SL4800941
0000E5E2;TAPMV4.0;77SL4800830
0000E5D5;TAPMV4.0;77SL4800793
0000E5B7;TAPMV4.0;77SL4800768
0000E614;TAPMV4.0;77SL4800594
0000E532;TAPMV4.0;77SL4800752
0000E584;TAPMV4.0;77SL4800629
0000E5CF;TAPMV4.0;77SL4800799
0000E536;TAPMV4.0;77SL4800748
0000E53B;TAPMV4.0;77SL4800743
0000E59E;TAPMV4.0;77SL4800686
0000E57A;TAPMV4.0;77SL4800921
0000E582;TAPMV4.0;77SL4800916
0000E5A3;TAPMV4.0;77SL4800681
0000E55C;TAPMV4.0;77SL4800731
0000E5A0;TAPMV4.0;77SL4800684
0000E598;TAPMV4.0;77SL4800811
0000E531;TAPMV4.0;77SL4800753
0000E6E8;TAPMV4.0;77SL4800427
0000E6EE;TAPMV4.0;77SL4800330
0000E6E6;TAPMV4.0;77SL4800425
0000E6E3;TAPMV4.0;77SL4800422
0000E6E0;TAPMV4.0;77SL4800323
0000E5D6;TAPMV4.0;77SL4800792
0000E5F9;TAPMV4.0;77SL4800585
0000E611;TAPMV4.0;77SL4800591
0000E588;TAPMV4.0;77SL4800626
0000E50D;TAPMV4.0;77SL4800783
0000E5A1;TAPMV4.0;77SL4800683
0000E52B;TAPMV4.0;77SL4800842
0000E579;TAPMV4.0;77SL4800903
0000E55B;TAPMV4.0;77SL4800732
0000E5CB;TAPMV4.0;77SL4800893
0000E5A5;TAPMV4.0;77SL4800875
0000E5CA;TAPMV4.0;77SL4800897
0000E55F;TAPMV4.0;77SL4800635
0000E57C;TAPMV4.0;77SL4800920
0000E586;TAPMV4.0;77SL4800628
0000E589;TAPMV4.0;77SL4800625
0000E577;TAPMV4.0;77SL4800906
0000E58A;TAPMV4.0;77SL4800624
0000E4CC;TAPMV4.0;77SL4800861
0000E503;TAPMV4.0;77SL4800712
0000E551;TAPMV4.0;77SL4800672
0000E509;TAPMV4.0;77SL4800787
0000E4D6;TAPMV4.0;77SL4800703
0000E4F9;TAPMV4.0;77SL4800603
0000E4D0;TAPMV4.0;77SL4800856
0000E4E9;TAPMV4.0;77SL4800615
0000E540;TAPMV4.0;77SL4800638
0000E4C7;TAPMV4.0;77SL4800835
0000E54E;TAPMV4.0;77SL4800675
0000E4F0;TAPMV4.0;77SL4800609
0000E4D3;TAPMV4.0;77SL4800661
0000E4E7;TAPMV4.0;77SL4800617
0000E556;TAPMV4.0;77SL4800737
0000E4CD;TAPMV4.0;77SL4800860
0000E4CF;TAPMV4.0;77SL4800858
0000E535;TAPMV4.0;77SL4800749
0000E4D4;TAPMV4.0;77SL4800660
0000E4E4;TAPMV4.0;77SL4800620
0000E5F1;TAPMV4.0;77SL4800578
0000E4DB;TAPMV4.0;77SL4800651
0000E4E6;TAPMV4.0;77SL4800618
0000E4CA;TAPMV4.0;77SL4800862
0000E764;TAPMV4.0;77SL4800254
0000E4D7;TAPMV4.0;77SL4800702
0000E4EE;TAPMV4.0;77SL4800601
0000E583;TAPMV4.0;77SL4800913
0000E571;TAPMV4.0;77SL4800912
0000E613;TAPMV4.0;77SL4800595
0000E686;TAPMV4.0;77SL4800432
0000E5A6;TAPMV4.0;77SL4800876
0000E587;TAPMV4.0;77SL4800627
0000E57E;TAPMV4.0;77SL4800918
0000E50B;TAPMV4.0;77SL4800784
0000E574;TAPMV4.0;77SL4800910
0000E5C8;TAPMV4.0;77SL4800901
0000E5C6;TAPMV4.0;77SL4800899
0000E580;TAPMV4.0;77SL4800914
0000E5AB;TAPMV4.0;77SL4800881
0000E599;TAPMV4.0;77SL4800810
0000E606;TAPMV4.0;77SL4800932
0000E401;TAPMV4.0;77SL4900601
0000E40C;TAPMV4.0;77SL4900165
0000E423;TAPMV4.0;77SL4900556
0000E325;TAPMV4.0;77SL4900249
0000E350;TAPMV4.0;77SL4900617
0000E393;TAPMV4.0;77SL4900721
0000E4D5;TAPMV4.0;77SL4800704
0000E344;TAPMV4.0;77SL4900341
0000E319;TAPMV4.0;77SL4900261
0000E419;TAPMV4.0;77SL4900029
0000E408;TAPMV4.0;77SL4900161
0000E31A;TAPMV4.0;77SL4900260
0000E32B;TAPMV4.0;77SL4900668
0000E31E;TAPMV4.0;77SL4900256
0000E442;TAPMV4.0;77SL4900051
0000E3A6;TAPMV4.0;77SL4900769
0000E410;TAPMV4.0;77SL4900170
0000E359;TAPMV4.0;77SL4900535
0000E318;TAPMV4.0;77SL4900262
0000E3AB;TAPMV4.0;77SL4900669
0000E33D;TAPMV4.0;77SL4900626
0000E392;TAPMV4.0;77SL4900140
0000E436;TAPMV4.0;77SL4900103
0000E331;TAPMV4.0;77SL4900674
0000E396;TAPMV4.0;77SL4900724
0000E338;TAPMV4.0;77SL4900631
0000E4FA;TAPMV4.0;77SL4800602
0000E4FF;TAPMV4.0;77SL4800716
0000E5DB;TAPMV4.0;77SL4800666
0000E5C5;TAPMV4.0;77SL4800904
0000E443;TAPMV4.0;77SL4900050
0000E3F6;TAPMV4.0;77SL4900588
0000E4E3;TAPMV4.0;77SL4800642
0000E50A;TAPMV4.0;77SL4800786
0000E54F;TAPMV4.0;77SL4800674
0000E4F6;TAPMV4.0;77SL4800838
0000E517;TAPMV4.0;77SL4800772
0000E527;TAPMV4.0;77SL4800867
0000E512;TAPMV4.0;77SL4800776
0000E4E1;TAPMV4.0;77SL4800645
0000E537;TAPMV4.0;77SL4800747
0000E550;TAPMV4.0;77SL4800673
0000E4E2;TAPMV4.0;77SL4800644
0000E4E0;TAPMV4.0;77SL4800646
0000E553;TAPMV4.0;77SL4800670
0000E4DE;TAPMV4.0;77SL4800648
0000E4D1;TAPMV4.0;77SL4800855
0000E4F5;TAPMV4.0;77SL4800604
0000BFEF;TAPMV4.0;77SL4800215
0000E4DD;TAPMV4.0;77SL4800649
0000E506;TAPMV4.0;77SL4800709
0000E61D;TAPMV4.0;77SL4800958
0000E575;TAPMV4.0;77SL4800907
0000E661;TAPMV4.0;77SL4800445
0000E5EC;TAPMV4.0;77SL4800829
0000E73A;TAPMV4.0;77SL4800392
0000E726;TAPMV4.0;77SL4800314
0000E573;TAPMV4.0;77SL4800909
0000E6F7;TAPMV4.0;77SL4800411
0000E34B;TAPMV4.0;77SL4900063
0000E356;TAPMV4.0;77SL4900611
0000E4FE;TAPMV4.0;77SL4800717
0000E407;TAPMV4.0;77SL4900194
0000E405;TAPMV4.0;77SL4900655
0000E412;TAPMV4.0;77SL4900041
0000E342;TAPMV4.0;77SL4900343
0000E323;TAPMV4.0;77SL4900251
0000E36D;TAPMV4.0;77SL4900680
0000E415;TAPMV4.0;77SL4900044
0000E36E;TAPMV4.0;77SL4900681
0000E53A;TAPMV4.0;77SL4800744
0000E440;TAPMV4.0;77SL4900047
0000E377;TAPMV4.0;77SL4900091
0000E2CD;TAPMV4.0;77SL4900529
0000E374;TAPMV4.0;77SL4900125
0000E413;TAPMV4.0;77SL4900040
0000E329;TAPMV4.0;77SL4900665
0000E395;TAPMV4.0;77SL4900725
0000E335;TAPMV4.0;77SL4900636
0000E348;TAPMV4.0;77SL4900336
0000E349;TAPMV4.0;77SL4900337
0000E34A;TAPMV4.0;77SL4900062
0000E352;TAPMV4.0;77SL4900614
0000E2DA;TAPMV4.0;77SL4900442
0000E2E0;TAPMV4.0;77SL4900712
0000E406;TAPMV4.0;77SL4900657
0000E42E;TAPMV4.0;77SL4900157
0000E43E;TAPMV4.0;77SL4900639
0000E3A4;TAPMV4.0;77SL4900771
0000E53E;TAPMV4.0;77SL4800740
0000E38C;TAPMV4.0;77SL4900133
0000E425;TAPMV4.0;77SL4900555
0000E324;TAPMV4.0;77SL4900250
0000E3AE;TAPMV4.0;77SL4900129
0000E34F;TAPMV4.0;77SL4900616
0000E4C9;TAPMV4.0;77SL4800863
0000E372;TAPMV4.0;77SL4900121
0000E320;TAPMV4.0;77SL4900254
0000E322;TAPMV4.0;77SL4900252
0000E4DA;TAPMV4.0;77SL4800699
0000E508;TAPMV4.0;77SL4800788
0000E4C8;TAPMV4.0;77SL4800662
0000E4DF;TAPMV4.0;77SL4800647
0000E55D;TAPMV4.0;77SL4800730
0000E4DC;TAPMV4.0;77SL4800650
0000E4F2;TAPMV4.0;77SL4800607
0000E543;TAPMV4.0;77SL4800696
0000E505;TAPMV4.0;77SL4800710
0000E539;TAPMV4.0;77SL4800745
0000E5D1;TAPMV4.0;77SL4800797
0000E504;TAPMV4.0;77SL4800711
0000E501;TAPMV4.0;77SL4800714
0000E502;TAPMV4.0;77SL4800713
0000E4D9;TAPMV4.0;77SL4800700
0000E394;TAPMV4.0;77SL4900726
0000E5E3;TAPMV4.0;77SL4800828
0000E353;TAPMV4.0;77SL4900613
0000E399;TAPMV4.0;77SL4900148
0000E2D2;TAPMV4.0;77SL4900599
0000E370;TAPMV4.0;77SL4900673
0000E4CB;TAPMV4.0;77SL4800857
0000E2D1;TAPMV4.0;77SL4900521
0000E2D0;TAPMV4.0;77SL4900526
0000E2C8;TAPMV4.0;77SL4900660
0000E371;TAPMV4.0;77SL4900122
0000E61F;TAPMV4.0;77SL4800960
0000E55E;TAPMV4.0;77SL4800636
0000E53F;TAPMV4.0;77SL4800637
0000E2CF;TAPMV4.0;77SL4900525
0000E2CC;TAPMV4.0;77SL4900528
0000E2D5;TAPMV4.0;77SL4900437
0000E2D4;TAPMV4.0;77SL4900435
0000E52C;TAPMV4.0;77SL4800843
0000E772;TAPMV4.0;77SL4800248
0000E354;TAPMV4.0;77SL4900610
0000E2CE;TAPMV4.0;77SL4900524
0000E2C9;TAPMV4.0;77SL4900656
0000E358;TAPMV4.0;77SL4900532
0000E693;TAPMV4.0;77SL4800475
0000BFEE;TAPMV4.0;77SL4800218
0000E5CD;TAPMV4.0;77SL4800898
0000E5BC;TAPMV4.0;77SL4800723
0000E5A7;TAPMV4.0;77SL4800877
0000E2D3;TAPMV4.0;77SL4900436
0000E321;TAPMV4.0;77SL4900253
0000E41D;TAPMV4.0;77SL4900558
0000E31D;TAPMV4.0;77SL4900257
0000E480;TAPMV4.0;77SL4900175
0000E34E;TAPMV4.0;77SL4900065
0000E40A;TAPMV4.0;77SL4900163
0000E3FD;TAPMV4.0;77SL4900018
0000E40F;TAPMV4.0;77SL4900166
0000E3FC;TAPMV4.0;77SL4900013
0000E471;TAPMV4.0;77SL4900767
0000E30D;TAPMV4.0;77SL4900491
0000E418;TAPMV4.0;77SL4900027
0000E49A;TAPMV4.0;77SL4900766
0000E411;TAPMV4.0;77SL4900171
0000E403;TAPMV4.0;77SL4900606
0000E5A2;TAPMV4.0;77SL4800682
0000E439;TAPMV4.0;77SL4900109
0000E43F;TAPMV4.0;77SL4900638
0000E316;TAPMV4.0;77SL4900264
0000E41C;TAPMV4.0;77SL4900028
0000E34D;TAPMV4.0;77SL4900618
0000E31C;TAPMV4.0;77SL4900258
0000E31B;TAPMV4.0;77SL4900259
0000E409;TAPMV4.0;77SL4900160
0000E414;TAPMV4.0;77SL4900045
0000E41F;TAPMV4.0;77SL4900562
0000E402;TAPMV4.0;77SL4900602
0000E3FA;TAPMV4.0;77SL4900015
0000E336;TAPMV4.0;77SL4900633
0000E347;TAPMV4.0;77SL4900338
0000E3D6;TAPMV4.0;77SL4900583
0000E44A;TAPMV4.0;77SL4900487
0000E34C;TAPMV4.0;77SL4900066
0000E30E;TAPMV4.0;77SL4900496
0000E43B;TAPMV4.0;77SL4900645
0000E2C7;TAPMV4.0;77SL4900659
0000E307;TAPMV4.0;77SL4900012
0000E33E;TAPMV4.0;77SL4900625
0000E2D6;TAPMV4.0;77SL4900438
0000E397;TAPMV4.0;77SL4900729
0000E36C;TAPMV4.0;77SL4900679
0000E355;TAPMV4.0;77SL4900612
0000E2CA;TAPMV4.0;77SL4900522
0000E2CB;TAPMV4.0;77SL4900530
0000E3CA;TAPMV4.0;77SL4900580
0000E3B5;TAPMV4.0;77SL4900149
0000E40D;TAPMV4.0;77SL4900168
0000E404;TAPMV4.0;77SL4900574
0000E390;TAPMV4.0;77SL4900136
0000E42D;TAPMV4.0;77SL4900154
0000E4FB;TAPMV4.0;77SL4800698
0000E53D;TAPMV4.0;77SL4800741
0000E510;TAPMV4.0;77SL4800779
0000E4C5;TAPMV4.0;77SL4800837
0000E4F7;TAPMV4.0;77SL4800705
0000E4FD;TAPMV4.0;77SL4800718
0000E4D2;TAPMV4.0;77SL4800854
0000E4C6;TAPMV4.0;77SL4800836
0000E4D8;TAPMV4.0;77SL4800701
0000E500;TAPMV4.0;77SL4800715
0000E538;TAPMV4.0;77SL4800746
0000E534;TAPMV4.0;77SL4800750
0000E555;TAPMV4.0;77SL4800738
0000E660;TAPMV4.0;77SL4800444
0000E581;TAPMV4.0;77SL4800915
0000E5CC;TAPMV4.0;77SL4800894
0000E4CE;TAPMV4.0;77SL4800859
0000E681;TAPMV4.0;77SL4800555
0000E36F;TAPMV4.0;77SL4900676
0000E40E;TAPMV4.0;77SL4900167
0000E3A3;TAPMV4.0;77SL4900132
0000E30F;TAPMV4.0;77SL4900064
0000E417;TAPMV4.0;77SL4900046
0000E31F;TAPMV4.0;77SL4900255
0000E41B;TAPMV4.0;77SL4900030
0000E398;TAPMV4.0;77SL4900139
0000E328;TAPMV4.0;77SL4900246
0000E314;TAPMV4.0;77SL4900494
0000E315;TAPMV4.0;77SL4900265
0000E313;TAPMV4.0;77SL4900067
0000E416;TAPMV4.0;77SL4900043
0000E317;TAPMV4.0;77SL4900263
0000E424;TAPMV4.0;77SL4900554
0000E3F8;TAPMV4.0;77SL4900011
0000E441;TAPMV4.0;77SL4900048
0000E373;TAPMV4.0;77SL4900126
0000E447;TAPMV4.0;77SL4900493
0000E2F7;TAPMV4.0;77SL4900115
0000E45D;TAPMV4.0;77SL4900603
0000E375;TAPMV4.0;77SL4900093
0000E43A;TAPMV4.0;77SL4900110
0000E357;TAPMV4.0;77SL4900607
0000E42A;TAPMV4.0;77SL4900151
0000E343;TAPMV4.0;77SL4900342
0000E41A;TAPMV4.0;77SL4900025
0000E3C6;TAPMV4.0;77SL4900572
0000E3C1;TAPMV4.0;77SL4900728
0000E3C9;TAPMV4.0;77SL4900575
0000E3BF;TAPMV4.0;77SL4900735
0000E3C5;TAPMV4.0;77SL4900573
0000E47D;TAPMV4.0;77SL4900177
0000E3CE;TAPMV4.0;77SL4900199
0000E3B1;TAPMV4.0;77SL4900128
0000E3B8;TAPMV4.0;77SL4900564
0000E39F;TAPMV4.0;77SL4900539
0000E483;TAPMV4.0;77SL4900178
0000E383;TAPMV4.0;77SL4900593
0000E38D;TAPMV4.0;77SL4900138
0000E489;TAPMV4.0;77SL4900086
0000E37F;TAPMV4.0;77SL4900591
0000E3AC;TAPMV4.0;77SL4900401
0000E454;TAPMV4.0;77SL4900485
0000E35C;TAPMV4.0;77SL4900536
0000E3DF;TAPMV4.0;77SL4900734
0000E3AF;TAPMV4.0;77SL4900003
0000E3E0;TAPMV4.0;77SL4900738
0000E3EB;TAPMV4.0;77SL4900708
0000E38F;TAPMV4.0;77SL4900141
0000E3EC;TAPMV4.0;77SL4900707
0000E3AA;TAPMV4.0;77SL4900803
0000E3B6;TAPMV4.0;77SL4900560
0000E3D3;TAPMV4.0;77SL4900195
0000E3C0;TAPMV4.0;77SL4900579
0000E4A6;TAPMV4.0;77SL4900654
0000E3B3;TAPMV4.0;77SL4900147
0000E477;TAPMV4.0;77SL4900186
0000E361;TAPMV4.0;77SL4900511
0000E44E;TAPMV4.0;77SL4900549
0000E3BB;TAPMV4.0;77SL4900567
0000E3D2;TAPMV4.0;77SL4900192
0000E3A5;TAPMV4.0;77SL4900770
0000E365;TAPMV4.0;77SL4900500
0000E3A1;TAPMV4.0;77SL4900541
0000E3DB;TAPMV4.0;77SL4900543
0000E3B7;TAPMV4.0;77SL4900565
0000E3E6;TAPMV4.0;77SL4900709
0000E444;TAPMV4.0;77SL4900490
0000E4C0;TAPMV4.0;77SL4900640
0000E2F4;TAPMV4.0;77SL4900112
0000E474;TAPMV4.0;77SL4900184
0000E46D;TAPMV4.0;77SL4900765
0000E2ED;TAPMV4.0;77SL4900750
0000E46F;TAPMV4.0;77SL4900763
0000E4A8;TAPMV4.0;77SL4900053
0000E2D7;TAPMV4.0;77SL4900439
0000E2DB;TAPMV4.0;77SL4900443
0000E46B;TAPMV4.0;77SL4900190
0000E351;TAPMV4.0;77SL4900615
0000E4A3;TAPMV4.0;77SL4900649
0000E45F;TAPMV4.0;77SL4900608
0000E48A;TAPMV4.0;77SL4900085
0000E462;TAPMV4.0;77SL4900057
0000E47A;TAPMV4.0;77SL4900169
0000E30A;TAPMV4.0;77SL4900497
0000E481;TAPMV4.0;77SL4900180
0000E467;TAPMV4.0;77SL4900531
0000E32F;TAPMV4.0;77SL4900670
0000E498;TAPMV4.0;77SL4900100
0000E49F;TAPMV4.0;77SL4900648
0000E312;TAPMV4.0;77SL4900072
0000E4AD;TAPMV4.0;77SL4900034
0000E492;TAPMV4.0;77SL4900477
0000E2EB;TAPMV4.0;77SL4900746
0000E434;TAPMV4.0;77SL4900023
0000E466;TAPMV4.0;77SL4900527
0000E457;TAPMV4.0;77SL4900733
0000E458;TAPMV4.0;77SL4900652
0000E45B;TAPMV4.0;77SL4900475
0000E30C;TAPMV4.0;77SL4900501
0000E304;TAPMV4.0;77SL4900762
0000E4B5;TAPMV4.0;77SL4900642
0000E2F6;TAPMV4.0;77SL4900116
0000E48E;TAPMV4.0;77SL4900471
0000E4A5;TAPMV4.0;77SL4900049
0000E484;TAPMV4.0;77SL4900084
0000E300;TAPMV4.0;77SL4900754
0000E437;TAPMV4.0;77SL4900108
0000E33C;TAPMV4.0;77SL4900627
0000E3FB;TAPMV4.0;77SL4900014
0000E340;TAPMV4.0;77SL4900345
0000E3AD;TAPMV4.0;77SL4900002
0000E3EA;TAPMV4.0;77SL4900703
0000E2F1;TAPMV4.0;77SL4900111
0000E3F7;TAPMV4.0;77SL4900570
0000E333;TAPMV4.0;77SL4900677
0000E3C3;TAPMV4.0;77SL4900732
0000E3BC;TAPMV4.0;77SL4900566
0000E482;TAPMV4.0;77SL4900179
0000E3C4;TAPMV4.0;77SL4900731
0000E35D;TAPMV4.0;77SL4900537
0000E38B;TAPMV4.0;77SL4900134
0000E3BA;TAPMV4.0;77SL4900568
0000E3EE;TAPMV4.0;77SL4900711
0000E391;TAPMV4.0;77SL4900722
0000E4C2;TAPMV4.0;77SL4900641
0000E3F4;TAPMV4.0;77SL4900584
0000E37D;TAPMV4.0;77SL4900099
0000E3E4;TAPMV4.0;77SL4900022
0000E37B;TAPMV4.0;77SL4900097
0000E3F9;TAPMV4.0;77SL4900010
0000E3E2;TAPMV4.0;77SL4900741
0000E35E;TAPMV4.0;77SL4900538
0000E3DC;TAPMV4.0;77SL4900544
0000E3DD;TAPMV4.0;77SL4900730
0000E3F1;TAPMV4.0;77SL4900581
0000E39A;TAPMV4.0;77SL4900144
0000E41E;TAPMV4.0;77SL4900557
0000E3F0;TAPMV4.0;77SL4900582
0000E379;TAPMV4.0;77SL4900094
0000E385;TAPMV4.0;77SL4900598
0000E387;TAPMV4.0;77SL4900600
0000E3F5;TAPMV4.0;77SL4900589
0000E36B;TAPMV4.0;77SL4900621
0000E3E8;TAPMV4.0;77SL4900705
0000E3D7;TAPMV4.0;77SL4900587
0000E3A7;TAPMV4.0;77SL4900774
0000E37A;TAPMV4.0;77SL4900095
0000E3BE;TAPMV4.0;77SL4900569
0000E3F3;TAPMV4.0;77SL4900585
0000E367;TAPMV4.0;77SL4900504
0000E386;TAPMV4.0;77SL4900596
0000E3ED;TAPMV4.0;77SL4900706
0000E3D1;TAPMV4.0;77SL4900197
0000E3E9;TAPMV4.0;77SL4900704
0000E3C2;TAPMV4.0;77SL4900727
0000E3A9;TAPMV4.0;77SL4900772
0000E366;TAPMV4.0;77SL4900505
0000E362;TAPMV4.0;77SL4900506
0000E491;TAPMV4.0;77SL4900478
0000E490;TAPMV4.0;77SL4900474
0000E384;TAPMV4.0;77SL4900597
0000E5DE;TAPMV4.0;77SL4800834
0000E39B;TAPMV4.0;77SL4900143
0000E3A2;TAPMV4.0;77SL4900123
0000E488;TAPMV4.0;77SL4900087
0000E44F;TAPMV4.0;77SL4900550
0000E389;TAPMV4.0;77SL4900130
0000E363;TAPMV4.0;77SL4900507
0000E456;TAPMV4.0;77SL4900739
0000E620;TAPMV4.0;77SL4800959
0000E35B;TAPMV4.0;77SL4900533
0000E3A0;TAPMV4.0;77SL4900540
0000E39C;TAPMV4.0;77SL4900142
0000E3D5;TAPMV4.0;77SL4900592
0000E36A;TAPMV4.0;77SL4900620
0000E3D4;TAPMV4.0;77SL4900191
0000E2EE;TAPMV4.0;77SL4900749
0000E2FD;TAPMV4.0;77SL4900751
0000E3B9;TAPMV4.0;77SL4900563
0000E38E;TAPMV4.0;77SL4900137
0000E38A;TAPMV4.0;77SL4900135
0000E368;TAPMV4.0;77SL4900503
0000E4A2;TAPMV4.0;77SL4900650
0000E2F0;TAPMV4.0;77SL4900753
0000E487;TAPMV4.0;77SL4900083
0000E4B0;TAPMV4.0;77SL4900035
0000E3E5;TAPMV4.0;77SL4900026
0000E493;TAPMV4.0;77SL4900476
0000E301;TAPMV4.0;77SL4900759
0000E4B3;TAPMV4.0;77SL4900036
0000E2D8;TAPMV4.0;77SL4900440
0000E4B9;TAPMV4.0;77SL4900520
0000E2D9;TAPMV4.0;77SL4900441
0000E305;TAPMV4.0;77SL4900008
0000E438;TAPMV4.0;77SL4900106
0000E2F8;TAPMV4.0;77SL4900120
0000E308;TAPMV4.0;77SL4900492
0000E4C4;TAPMV4.0;77SL4900037
0000E435;TAPMV4.0;77SL4900104
0000E2EA;TAPMV4.0;77SL4900747
0000E476;TAPMV4.0;77SL4900181
0000E452;TAPMV4.0;77SL4900514
0000E45C;TAPMV4.0;77SL4900470
0000E2E1;TAPMV4.0;77SL4900715
0000E4C3;TAPMV4.0;77SL4900188
0000E32E;TAPMV4.0;77SL4900671
0000E478;TAPMV4.0;77SL4900173
0000E48F;TAPMV4.0;77SL4900472
0000E2E3;TAPMV4.0;77SL4900717
0000E479;TAPMV4.0;77SL4900174
0000E311;TAPMV4.0;77SL4900068
0000E44D;TAPMV4.0;77SL4900548
