verification_result_id;verification_id;fc;temperature;temperature_min;consumption;consumption_max;ok
4977;2603;905200000;34.5;30;0.09772319453090295;1;t
4978;2603;922200000;34.5;30;0.09774229980427508;1;t
4979;2603;922300000;34.5;30;0.09831442528795989;1;t
4980;2603;866300000;34.5;30;0.09780477921178939;1;t
4981;2604;866300000;35;30;0.09824652411367779;1;t
4982;2604;922300000;35;30;0.09734780172707727;1;t
4983;2605;868130000;35;30;0.1019453025720413;1;t
4984;2606;922300000;34.5;30;0.1007789085157289;1;t
4985;2607;869525000;33;30;0.1018635614123611;1;t
4986;2607;905200000;33.5;30;0.101604852018087;1;t
4987;2607;922200000;33.5;30;0.1021275000390727;1;t
4988;2607;922300000;34;30;0.1014377918028483;1;t
4989;2607;866300000;34;30;0.1014763229892295;1;t
4990;2608;866300000;34.5;30;0.1019246608650513;1;t
4991;2608;922300000;34.5;30;0.1007681748280941;1;t
4992;2609;868130000;35;30;0.1007890745483926;1;t
4993;2610;922300000;34.5;30;0.1003907037806464;1;t
4994;2611;869525000;34;30;0.1007903654452421;1;t
4995;2611;905200000;34.5;30;0.1009300404843547;1;t
4996;2611;922200000;34.5;30;0.1011404566708182;1;t
4997;2611;922300000;34.5;30;0.1006122216800153;1;t
